idTicket,idEmpresa,empresaNombre,idUsuario,fechaEmision,horaEmision,metodoPago,estacion,lineas,baseImponible,iva,total,moneda,tipoDocumento
T-2427BE34189E,EMP003,Transporte_03 S.L.,EMP003-U20,2025-01-11,16:08:28,Tarjeta de empresa,"{'id': '4219', 'nombre': 'ENI', 'provincia': 'CORUÑA (A)', 'municipio': 'CARBALLO', 'direccion': 'AVENIDA A REVOLTA, 19', 'lat': 43.204222, 'lon': -8.699194, 'grupo': 'ENI', 'nifEmpresa': 'N4401929G'}","[{'producto': 'Gasolina 95 E5', 'litros': 18.13, 'precioUnitario': 1.496, 'importe': 27.12}]",22.41,4.71,27.12,EUR,Factura simplificada
T-A5B50B515A41,EMP003,Transporte_03 S.L.,EMP003-U20,2025-01-22,08:42:45,Tarjeta de empresa,"{'id': '8326', 'nombre': 'MOEVE', 'provincia': 'NAVARRA', 'municipio': 'PAMPLONA/IRUÑA', 'direccion': 'CALLE SANCHO RAMIREZ, 2', 'lat': 42.806833, 'lon': -1.661611, 'grupo': 'MOEVE', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 95 E5', 'litros': 61.74, 'precioUnitario': 1.5, 'importe': 92.61}]",76.54,16.07,92.61,EUR,Factura simplificada
T-B4B109DFACB3,EMP003,Transporte_03 S.L.,EMP003-U20,2025-04-02,06:09:53,Tarjeta de empresa,"{'id': '1498', 'nombre': 'SCL EL SEÑORIO', 'provincia': 'BADAJOZ', 'municipio': 'TORREMEJÍA', 'direccion': 'AVENIDA EXTREMADURA, 6', 'lat': 38.786389, 'lon': -6.378083, 'grupo': 'SCL EL SEÑORIO', 'nifEmpresa': 'V72805120'}","[{'producto': 'Gasolina 95 E5', 'litros': 61.1, 'precioUnitario': 1.519, 'importe': 92.81}]",76.7,16.11,92.81,EUR,Factura simplificada
T-ABFD9B3E84A9,EMP003,Transporte_03 S.L.,EMP003-U20,2025-01-13,14:30:49,Tarjeta de empresa,"{'id': '3052', 'nombre': 'PLENERGY', 'provincia': 'CÁDIZ', 'municipio': 'BARRIOS (LOS)', 'direccion': 'CARRETERA CENTRAL TÉRMICA KM. 2', 'lat': 36.180694, 'lon': -5.439083, 'grupo': 'PLENERGY', 'nifEmpresa': 'H66372392'}","[{'producto': 'Gasolina 95 E5', 'litros': 41.13, 'precioUnitario': 1.504, 'importe': 61.86}]",51.12,10.74,61.86,EUR,Factura simplificada
T-DFA66C42138F,EMP003,Transporte_03 S.L.,EMP003-U20,2025-04-02,23:26:01,Tarjeta de empresa,"{'id': '10741', 'nombre': 'CEPSA', 'provincia': 'VALENCIA / VALÈNCIA', 'municipio': 'ALBERIC', 'direccion': 'CARRETERA A-35 KM. 655,6', 'lat': 39.089806, 'lon': -0.537639, 'grupo': 'CEPSA', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 95 E5', 'litros': 61.05, 'precioUnitario': 1.501, 'importe': 91.64}]",75.74,15.9,91.64,EUR,Factura simplificada
T-F0941BBE5C57,EMP003,Transporte_03 S.L.,EMP003-U20,2025-01-17,00:42:55,Tarjeta de empresa,"{'id': '6991', 'nombre': 'CARREFOUR', 'provincia': 'MADRID', 'municipio': 'MADRID', 'direccion': 'CALLE ADOLFO BIOY CASARES 2, 2', 'lat': 40.368417, 'lon': -3.601583, 'grupo': 'CARREFOUR', 'nifEmpresa': 'D02767473'}","[{'producto': 'Gasolina 95 E5', 'litros': 67.95, 'precioUnitario': 1.547, 'importe': 105.12}]",86.88,18.24,105.12,EUR,Factura simplificada
T-1E8732D23473,EMP003,Transporte_03 S.L.,EMP003-U20,2025-01-27,13:21:41,Tarjeta de empresa,"{'id': '10884', 'nombre': 'HNOS. FRIGOLS LILA, S.L.', 'provincia': 'VALENCIA / VALÈNCIA', 'municipio': 'CHELLA', 'direccion': 'CR CV-580. P.KM.4.300 (CV-580 km 4,3)', 'lat': 39.031444, 'lon': -0.65575, 'grupo': 'HNOS. FRIGOLS LILA, S.L.', 'nifEmpresa': 'X36674281'}","[{'producto': 'Gasolina 95 E5', 'litros': 16.21, 'precioUnitario': 1.508, 'importe': 24.44}]",20.2,4.24,24.44,EUR,Factura simplificada
T-4E8EBEEF2128,EMP003,Transporte_03 S.L.,EMP003-U20,2025-06-19,14:38:41,Tarjeta de empresa,"{'id': '5664', 'nombre': 'REPSOL', 'provincia': 'HUESCA', 'municipio': 'SALLENT DE GÁLLEGO', 'direccion': 'CARRETERA A-136 KM. 94', 'lat': 42.773972, 'lon': -0.367806, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 21.41, 'precioUnitario': 1.541, 'importe': 32.99}]",27.26,5.73,32.99,EUR,Factura simplificada
T-50EE2E4B9DA6,EMP003,Transporte_03 S.L.,EMP003-U20,2025-02-17,15:15:08,Tarjeta de empresa,"{'id': '3554', 'nombre': 'BDMED', 'provincia': 'CASTELLÓN / CASTELLÓ', 'municipio': 'CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA', 'direccion': 'AVENIDA HERMANOS BOU, 152', 'lat': 39.981167, 'lon': -0.022833, 'grupo': 'BDMED', 'nifEmpresa': 'A80185697'}","[{'producto': 'Gasolina 95 E5', 'litros': 33.32, 'precioUnitario': 1.503, 'importe': 50.08}]",41.39,8.69,50.08,EUR,Factura simplificada
T-E24EC16F0524,EMP003,Transporte_03 S.L.,EMP003-U20,2025-03-27,23:43:29,Efectivo,"{'id': '11630', 'nombre': 'COOP SAN AGUSTIN', 'provincia': 'ZARAGOZA', 'municipio': 'BUJARALOZ', 'direccion': 'CALLE EXTRAMUROS, 0', 'lat': 41.4985, 'lon': -0.147417, 'grupo': 'COOP SAN AGUSTIN', 'nifEmpresa': 'A44149672'}","[{'producto': 'Gasolina 95 E5', 'litros': 51.87, 'precioUnitario': 1.536, 'importe': 79.67}]",65.84,13.83,79.67,EUR,Factura simplificada
T-7B17067C96D9,EMP003,Transporte_03 S.L.,EMP003-U20,2025-06-03,16:04:28,Tarjeta de empresa,"{'id': '9279', 'nombre': 'TGAS', 'provincia': 'SANTA CRUZ DE TENERIFE', 'municipio': 'CANDELARIA', 'direccion': 'CR ACCESO A CALETILLAS, 14.1', 'lat': 28.382306, 'lon': -16.361667, 'grupo': 'TGAS', 'nifEmpresa': 'E38525804'}","[{'producto': 'Gasolina 95 E5', 'litros': 47.06, 'precioUnitario': 1.2, 'importe': 56.47}]",46.67,9.8,56.47,EUR,Factura simplificada
T-1EB42F4B78C3,EMP003,Transporte_03 S.L.,EMP003-U20,2025-04-21,01:10:27,Tarjeta de empresa,"{'id': '3658', 'nombre': 'CEPSA', 'provincia': 'CEUTA', 'municipio': 'CEUTA', 'direccion': 'AVENIDA MARTINEZ CATENA S/N-FRENTE PLAYA DEL CHORRILLO, S,N', 'lat': 35.88525, 'lon': -5.322917, 'grupo': 'CEPSA', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 95 E5', 'litros': 26.61, 'precioUnitario': 1.337, 'importe': 35.58}]",29.4,6.18,35.58,EUR,Factura simplificada
T-0AEFEF726B73,EMP003,Transporte_03 S.L.,EMP003-U20,2025-07-21,05:04:09,Tarjeta de empresa,"{'id': '11720', 'nombre': 'E.S.LA MUELA', 'provincia': 'ZARAGOZA', 'municipio': 'MUELA (LA)', 'direccion': 'PASEO REINA SOFIA, 13', 'lat': 41.579444, 'lon': -1.113083, 'grupo': 'E.S.LA MUELA', 'nifEmpresa': 'D75344309'}","[{'producto': 'Gasolina 95 E5', 'litros': 48.96, 'precioUnitario': 1.507, 'importe': 73.78}]",60.98,12.8,73.78,EUR,Factura simplificada
T-03635C94B715,EMP003,Transporte_03 S.L.,EMP003-U20,2025-04-06,18:22:27,Tarjeta de empresa,"{'id': '449', 'nombre': 'ECO COMBUSTIBLE 24H LOW COST', 'provincia': 'ALICANTE', 'municipio': 'JÁVEA/XÀBIA', 'direccion': 'CALLE BRUSELAS, 4', 'lat': 38.785667, 'lon': 0.174972, 'grupo': 'ECO COMBUSTIBLE 24H LOW COST', 'nifEmpresa': 'P3911192G'}","[{'producto': 'Gasolina 95 E5', 'litros': 45.92, 'precioUnitario': 1.526, 'importe': 70.07}]",57.91,12.16,70.07,EUR,Factura simplificada
T-C0CE0205D18C,EMP003,Transporte_03 S.L.,EMP003-U20,2025-07-23,13:08:41,Tarjeta de empresa,"{'id': '11431', 'nombre': 'REPSOL', 'provincia': 'VALLADOLID', 'municipio': 'SIMANCAS', 'direccion': 'AUTOVIA A-62 KM. 132,6', 'lat': 41.603694, 'lon': -4.810306, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 11.42, 'precioUnitario': 1.493, 'importe': 17.05}]",14.09,2.96,17.05,EUR,Factura simplificada
T-D83BDB65C1B9,EMP003,Transporte_03 S.L.,EMP003-U20,2025-03-31,22:40:24,Tarjeta de empresa,"{'id': '7367', 'nombre': 'SCA-N-331', 'provincia': 'MÁLAGA', 'municipio': 'ANTEQUERA', 'direccion': 'CARRETERA CORDOBA KM. 0,8', 'lat': 37.036306, 'lon': -4.560611, 'grupo': 'SCA-N-331', 'nifEmpresa': 'J12447173'}","[{'producto': 'Gasolina 95 E5', 'litros': 66.02, 'precioUnitario': 1.56, 'importe': 102.99}]",85.12,17.87,102.99,EUR,Factura simplificada
T-251D92C3BE7D,EMP003,Transporte_03 S.L.,EMP003-U20,2025-07-07,07:57:06,Tarjeta de empresa,"{'id': '4159', 'nombre': 'BALLENOIL', 'provincia': 'CÓRDOBA', 'municipio': 'VILLANUEVA DE CÓRDOBA', 'direccion': 'CALLE CURTIDORES - SECTOR UI. 3 INDUSTRIAL, 66', 'lat': 38.327806, 'lon': -4.620528, 'grupo': 'BALLENOIL', 'nifEmpresa': 'B65371171'}","[{'producto': 'Gasolina 95 E5', 'litros': 47.14, 'precioUnitario': 1.532, 'importe': 72.22}]",59.69,12.53,72.22,EUR,Factura simplificada
T-1132CEB8FC45,EMP003,Transporte_03 S.L.,EMP003-U20,2025-01-03,09:36:01,Efectivo,"{'id': '1874', 'nombre': 'TAMOIL', 'provincia': 'BARCELONA', 'municipio': 'BARCELONA', 'direccion': 'CALLE TUCUMAN, 2', 'lat': 41.445139, 'lon': 2.199694, 'grupo': 'TAMOIL', 'nifEmpresa': 'A42140665'}","[{'producto': 'Gasolina 95 E5', 'litros': 34.62, 'precioUnitario': 1.515, 'importe': 52.45}]",43.35,9.1,52.45,EUR,Factura simplificada
T-AAFCED76DD4F,EMP003,Transporte_03 S.L.,EMP003-U20,2025-04-12,00:06:34,Tarjeta de empresa,"{'id': '11489', 'nombre': 'SHELL', 'provincia': 'VALLADOLID', 'municipio': 'VALLADOLID', 'direccion': 'CL.CIUDAD HABANA (PARQUESOL)', 'lat': 41.631889, 'lon': -4.767361, 'grupo': 'SHELL', 'nifEmpresa': 'N2717396B'}","[{'producto': 'Gasolina 95 E5', 'litros': 36.15, 'precioUnitario': 1.506, 'importe': 54.44}]",44.99,9.45,54.44,EUR,Factura simplificada
T-3213EDC2C417,EMP003,Transporte_03 S.L.,EMP003-U20,2025-02-16,15:49:57,Tarjeta de empresa,"{'id': '1030', 'nombre': 'CEPSA', 'provincia': 'ASTURIAS', 'municipio': 'GIJÓN', 'direccion': 'CAMINO DEL CURULLU, 71', 'lat': 43.524639, 'lon': -5.641444, 'grupo': 'CEPSA', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 95 E5', 'litros': 51.8, 'precioUnitario': 1.574, 'importe': 81.53}]",67.38,14.15,81.53,EUR,Factura simplificada
T-8A0B9211D6D7,EMP003,Transporte_03 S.L.,EMP003-U20,2025-02-23,01:39:03,Tarjeta de empresa,"{'id': '2639', 'nombre': 'PETRONOR', 'provincia': 'BIZKAIA', 'municipio': 'KARRANTZA HARANA/VALLE DE CARRANZA', 'direccion': 'CL AMBASAGUAS, 7', 'lat': 43.238139, 'lon': -3.355694, 'grupo': 'PETRONOR', 'nifEmpresa': 'S9174101G'}","[{'producto': 'Gasolina 95 E5', 'litros': 68.41, 'precioUnitario': 1.513, 'importe': 103.5}]",85.54,17.96,103.5,EUR,Factura simplificada
T-1192C0C3192F,EMP003,Transporte_03 S.L.,EMP003-U20,2025-01-21,02:07:56,Tarjeta de empresa,"{'id': '3530', 'nombre': 'PLENERGY', 'provincia': 'CASTELLÓN / CASTELLÓ', 'municipio': 'CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA', 'direccion': 'AVENIDA ENRIQUE GIMENO, 48', 'lat': 39.98225, 'lon': -0.058417, 'grupo': 'PLENERGY', 'nifEmpresa': 'Q0720064E'}","[{'producto': 'Gasolina 95 E5', 'litros': 39.45, 'precioUnitario': 1.503, 'importe': 59.29}]",49.0,10.29,59.29,EUR,Factura simplificada
T-B7620CCC7664,EMP003,Transporte_03 S.L.,EMP003-U20,2025-03-01,12:08:51,Tarjeta de empresa,"{'id': '9496', 'nombre': 'REPSOL', 'provincia': 'SEGOVIA', 'municipio': 'GOMEZSERRACÍN', 'direccion': 'AUTOVIA CL 601 KM. 63', 'lat': 41.291694, 'lon': -4.299639, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 55.82, 'precioUnitario': 1.515, 'importe': 84.57}]",69.89,14.68,84.57,EUR,Factura simplificada
T-D42410B060C0,EMP003,Transporte_03 S.L.,EMP003-U20,2025-03-16,16:38:59,Tarjeta de empresa,"{'id': '9852', 'nombre': 'BALLENOIL', 'provincia': 'SEVILLA', 'municipio': 'PILAS', 'direccion': 'AVENIDA ALJARAFE (EL), 80', 'lat': 37.302778, 'lon': -6.291389, 'grupo': 'BALLENOIL', 'nifEmpresa': 'B65371171'}","[{'producto': 'Gasolina 95 E5', 'litros': 62.54, 'precioUnitario': 1.522, 'importe': 95.19}]",78.67,16.52,95.19,EUR,Factura simplificada
T-AB88AF2407F8,EMP003,Transporte_03 S.L.,EMP003-U20,2025-04-18,02:38:16,Tarjeta de empresa,"{'id': '4845', 'nombre': 'PETREM', 'provincia': 'GIRONA', 'municipio': 'FIGUERES', 'direccion': 'VILALLONGA, 61 (CTRA.260)', 'lat': 42.26668, 'lon': 2.97317, 'grupo': 'PETREM', 'nifEmpresa': 'H66183062'}","[{'producto': 'Gasolina 95 E5', 'litros': 61.78, 'precioUnitario': 1.519, 'importe': 93.84}]",77.55,16.29,93.84,EUR,Factura simplificada
T-DA482E0E9C0F,EMP003,Transporte_03 S.L.,EMP003-U20,2025-02-06,05:45:06,Tarjeta de empresa,"{'id': '9816', 'nombre': 'REPSOL', 'provincia': 'SEVILLA', 'municipio': 'MORÓN DE LA FRONTERA', 'direccion': 'AV ALAMEDA, 49', 'lat': 37.121083, 'lon': -5.460222, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 38.84, 'precioUnitario': 1.519, 'importe': 59.0}]",48.76,10.24,59.0,EUR,Factura simplificada
T-57FC8C0B7115,EMP003,Transporte_03 S.L.,EMP003-U20,2025-06-26,17:01:19,Tarjeta de empresa,"{'id': '11750', 'nombre': 'SOCIEDAD COOPERATIVA AGRARIA SANTA ANA', 'provincia': 'ZARAGOZA', 'municipio': 'QUINTO', 'direccion': 'CARRETERA CASTELLON KM. 197', 'lat': 41.435583, 'lon': -0.507806, 'grupo': 'SOCIEDAD COOPERATIVA AGRARIA SANTA ANA', 'nifEmpresa': 'W5460158H'}","[{'producto': 'Gasolina 95 E5', 'litros': 41.13, 'precioUnitario': 1.516, 'importe': 62.35}]",51.53,10.82,62.35,EUR,Factura simplificada
T-DFC728A9447E,EMP003,Transporte_03 S.L.,EMP003-U20,2025-01-06,18:57:54,Tarjeta de empresa,"{'id': '2699', 'nombre': 'PORTUOIL', 'provincia': 'BIZKAIA', 'municipio': 'ZIERBENA', 'direccion': 'BARRIO REFRADIGAS, 3', 'lat': 43.350472, 'lon': -3.073861, 'grupo': 'PORTUOIL', 'nifEmpresa': 'Q4328063E'}","[{'producto': 'Gasolina 95 E5', 'litros': 63.16, 'precioUnitario': 1.552, 'importe': 98.02}]",81.01,17.01,98.02,EUR,Factura simplificada
T-BD6E69141C5C,EMP003,Transporte_03 S.L.,EMP003-U20,2025-04-18,04:12:18,Tarjeta de empresa,"{'id': '2826', 'nombre': 'TOBALINOIL', 'provincia': 'BURGOS', 'municipio': 'VALLE DE TOBALINA', 'direccion': 'CARRETERA BU-530 KM. 11,800', 'lat': 42.790083, 'lon': -3.264778, 'grupo': 'TOBALINOIL', 'nifEmpresa': 'D57173205'}","[{'producto': 'Gasolina 95 E5', 'litros': 36.4, 'precioUnitario': 1.512, 'importe': 55.04}]",45.49,9.55,55.04,EUR,Factura simplificada
T-52FC4ECA194D,EMP003,Transporte_03 S.L.,EMP003-U20,2025-07-15,20:06:47,Tarjeta de empresa,"{'id': '2503', 'nombre': 'PETRONOR', 'provincia': 'BARCELONA', 'municipio': 'TORRE DE CLARAMUNT (LA)', 'direccion': 'CARRER VILANOVA IGUALADA, 8,3', 'lat': 41.536889, 'lon': 1.679778, 'grupo': 'PETRONOR', 'nifEmpresa': 'E37618477'}","[{'producto': 'Gasolina 95 E5', 'litros': 40.89, 'precioUnitario': 1.49, 'importe': 60.93}]",50.36,10.57,60.93,EUR,Factura simplificada
T-B4736FDB1079,EMP003,Transporte_03 S.L.,EMP003-U20,2025-03-12,17:59:58,Tarjeta de empresa,"{'id': '11023', 'nombre': 'GALP', 'provincia': 'VALENCIA / VALÈNCIA', 'municipio': 'OLIVA', 'direccion': 'CARRETERA N-332 KM. 191', 'lat': 38.922778, 'lon': -0.124667, 'grupo': 'GALP', 'nifEmpresa': 'A28559573'}","[{'producto': 'Gasolina 95 E5', 'litros': 40.43, 'precioUnitario': 1.521, 'importe': 61.49}]",50.82,10.67,61.49,EUR,Factura simplificada
T-6770C86478D6,EMP003,Transporte_03 S.L.,EMP003-U20,2025-03-09,19:27:12,Efectivo,"{'id': '10292', 'nombre': 'GALP', 'provincia': 'TERUEL', 'municipio': 'ALCALÁ DE LA SELVA', 'direccion': 'CARRETERA A-228 KM. 33,500', 'lat': 40.365861, 'lon': -0.706083, 'grupo': 'GALP', 'nifEmpresa': 'A28559573'}","[{'producto': 'Gasolina 95 E5', 'litros': 32.86, 'precioUnitario': 1.523, 'importe': 50.05}]",41.36,8.69,50.05,EUR,Factura simplificada
T-A0AEB26A166D,EMP003,Transporte_03 S.L.,EMP003-U20,2025-02-12,23:39:41,Tarjeta de empresa,"{'id': '11854', 'nombre': 'REPSOL', 'provincia': 'ZARAGOZA', 'municipio': 'ZARAGOZA', 'direccion': 'CARRETERA BARCELONA,NACIONAL II A KM. 331', 'lat': 41.651722, 'lon': -0.795111, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 44.92, 'precioUnitario': 1.501, 'importe': 67.42}]",55.72,11.7,67.42,EUR,Factura simplificada
T-E588A433D2C6,EMP003,Transporte_03 S.L.,EMP003-U20,2025-07-18,07:29:51,Tarjeta de empresa,"{'id': '3584', 'nombre': 'TRANSPORTES TRAVILL, S.L.', 'provincia': 'CASTELLÓN / CASTELLÓ', 'municipio': 'ONDA', 'direccion': 'CALLE ECUADOR, 31', 'lat': 39.978, 'lon': -0.15825, 'grupo': 'TRANSPORTES TRAVILL, S.L.', 'nifEmpresa': 'D38782934'}","[{'producto': 'Gasolina 95 E5', 'litros': 54.11, 'precioUnitario': 1.512, 'importe': 81.81}]",67.61,14.2,81.81,EUR,Factura simplificada
T-0517EE8534BD,EMP003,Transporte_03 S.L.,EMP003-U20,2025-01-22,11:23:55,Tarjeta de empresa,"{'id': '1021', 'nombre': 'DST', 'provincia': 'ASTURIAS', 'municipio': 'GIJÓN', 'direccion': 'CALLE JOSE LLAMA FERNANDEZ, 7', 'lat': 43.514111, 'lon': -5.726222, 'grupo': 'DST', 'nifEmpresa': 'B70790324'}","[{'producto': 'Gasolina 95 E5', 'litros': 16.27, 'precioUnitario': 1.588, 'importe': 25.84}]",21.36,4.48,25.84,EUR,Factura simplificada
T-46389D9A5DC8,EMP003,Transporte_03 S.L.,EMP003-U20,2025-01-23,11:03:18,Tarjeta de empresa,"{'id': '6825', 'nombre': 'BP ', 'provincia': 'MADRID', 'municipio': 'MADRID', 'direccion': 'CL PRINCIPE DE VERGARA  106', 'lat': 40.438278, 'lon': -3.678611, 'grupo': 'BP ', 'nifEmpresa': 'A28011559'}","[{'producto': 'Gasolina 95 E5', 'litros': 63.89, 'precioUnitario': 1.525, 'importe': 97.43}]",80.52,16.91,97.43,EUR,Factura simplificada
T-A01C15B66E57,EMP003,Transporte_03 S.L.,EMP003-U20,2025-07-01,15:36:15,Tarjeta de empresa,"{'id': '5918', 'nombre': ' REPSOL UBEDA', 'provincia': 'JAÉN', 'municipio': 'ÚBEDA', 'direccion': 'CL AVENIDA DE LA LIBERTAD 76', 'lat': 38.016278, 'lon': -3.363806, 'grupo': ' REPSOL UBEDA', 'nifEmpresa': 'D79291118'}","[{'producto': 'Gasolina 95 E5', 'litros': 26.93, 'precioUnitario': 1.515, 'importe': 40.8}]",33.72,7.08,40.8,EUR,Factura simplificada
T-EDBFBCB2336A,EMP003,Transporte_03 S.L.,EMP003-U20,2025-03-17,20:15:52,Tarjeta de empresa,"{'id': '9472', 'nombre': 'BEROIL', 'provincia': 'SEGOVIA', 'municipio': 'BOCEGUILLAS', 'direccion': 'CARRETERA NACIONAL 1 PARCELA 402 KM. 116,7', 'lat': 41.329417, 'lon': -3.633667, 'grupo': 'BEROIL', 'nifEmpresa': 'V13656517'}","[{'producto': 'Gasolina 95 E5', 'litros': 23.4, 'precioUnitario': 1.527, 'importe': 35.73}]",29.53,6.2,35.73,EUR,Factura simplificada
T-DADF1505B044,EMP003,Transporte_03 S.L.,EMP003-U20,2025-02-16,20:30:45,Tarjeta de empresa,"{'id': '5010', 'nombre': 'ESCLATOIL', 'provincia': 'GIRONA', 'municipio': 'TORROELLA DE MONTGRÍ', 'direccion': 'HIPER ESCLAT. CTRA. GE 641 km 4,225', 'lat': 42.049472, 'lon': 3.177222, 'grupo': 'ESCLATOIL', 'nifEmpresa': 'B53092516'}","[{'producto': 'Gasolina 95 E5', 'litros': 52.76, 'precioUnitario': 1.54, 'importe': 81.25}]",67.15,14.1,81.25,EUR,Factura simplificada
T-75E5263F8997,EMP003,Transporte_03 S.L.,EMP003-U20,2025-06-03,04:39:54,Tarjeta de empresa,"{'id': '7010', 'nombre': 'GALP', 'provincia': 'MADRID', 'municipio': 'MADRID', 'direccion': 'Avda. Arcentales, 7', 'lat': 40.426472, 'lon': -3.626083, 'grupo': 'GALP', 'nifEmpresa': 'A28559573'}","[{'producto': 'Gasolina 95 E5', 'litros': 71.39, 'precioUnitario': 1.506, 'importe': 107.51}]",88.85,18.66,107.51,EUR,Factura simplificada
T-0F67ACF5D4E7,EMP003,Transporte_03 S.L.,EMP003-U20,2025-05-31,04:33:25,Tarjeta de empresa,"{'id': '6976', 'nombre': 'BP FERMIN FERNANDEZ', 'provincia': 'MADRID', 'municipio': 'MADRID', 'direccion': 'PS DE LA ERMITA DEL SANTO  S/N', 'lat': 40.399278, 'lon': -3.730944, 'grupo': 'BP FERMIN FERNANDEZ', 'nifEmpresa': 'X27390210'}","[{'producto': 'Gasolina 95 E5', 'litros': 32.37, 'precioUnitario': 1.52, 'importe': 49.2}]",40.66,8.54,49.2,EUR,Factura simplificada
T-673F730E7A0A,EMP003,Transporte_03 S.L.,EMP003-U20,2025-02-01,04:23:29,Tarjeta de empresa,"{'id': '3094', 'nombre': 'REPSOL', 'provincia': 'CÁDIZ', 'municipio': 'CHICLANA DE LA FRONTERA', 'direccion': 'AVENIDA REYES CATOLICOS, 15', 'lat': 36.415417, 'lon': -6.143028, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 48.7, 'precioUnitario': 1.504, 'importe': 73.24}]",60.53,12.71,73.24,EUR,Factura simplificada
T-9314771CBD81,EMP003,Transporte_03 S.L.,EMP003-U20,2025-03-03,07:51:48,Tarjeta de empresa,"{'id': '10218', 'nombre': 'SHELL', 'provincia': 'TARRAGONA', 'municipio': 'TARRAGONA', 'direccion': 'AUTOVIA A-1 TARRAGONA-SALOU KM. 3', 'lat': 41.105417, 'lon': 1.197528, 'grupo': 'SHELL', 'nifEmpresa': 'H10021947'}","[{'producto': 'Gasolina 95 E5', 'litros': 29.95, 'precioUnitario': 1.52, 'importe': 45.52}]",37.62,7.9,45.52,EUR,Factura simplificada
T-F9B5854B0E8E,EMP003,Transporte_03 S.L.,EMP003-U20,2025-04-17,17:34:26,Tarjeta de empresa,"{'id': '5976', 'nombre': 'FAST FUEL', 'provincia': 'LEÓN', 'municipio': 'CISTIERNA', 'direccion': 'PEDRO FERNANDEZ VALLADARES S/N', 'lat': 42.761139, 'lon': -5.137889, 'grupo': 'FAST FUEL', 'nifEmpresa': 'H23248768'}","[{'producto': 'Gasolina 95 E5', 'litros': 21.53, 'precioUnitario': 1.517, 'importe': 32.66}]",26.99,5.67,32.66,EUR,Factura simplificada
T-9D2DE26DAC82,EMP003,Transporte_03 S.L.,EMP003-U20,2025-04-29,22:48:32,Tarjeta de empresa,"{'id': '11100', 'nombre': 'BP ', 'provincia': 'VALENCIA / VALÈNCIA', 'municipio': 'PUÇOL', 'direccion': 'CAMI DEL MAR, S/N', 'lat': 39.612972, 'lon': -0.285722, 'grupo': 'BP ', 'nifEmpresa': 'A28011559'}","[{'producto': 'Gasolina 95 E5', 'litros': 40.89, 'precioUnitario': 1.5, 'importe': 61.34}]",50.69,10.65,61.34,EUR,Factura simplificada
T-08330871D246,EMP003,Transporte_03 S.L.,EMP003-U20,2025-07-12,07:45:16,Tarjeta de empresa,"{'id': '2267', 'nombre': 'GALP', 'provincia': 'BARCELONA', 'municipio': 'RIPOLLET', 'direccion': 'CALLE TARRAGONA, 15-19 ESQ.CALLE BALMES, 15', 'lat': 41.494972, 'lon': 2.155556, 'grupo': 'GALP', 'nifEmpresa': 'A28559573'}","[{'producto': 'Gasolina 95 E5', 'litros': 49.16, 'precioUnitario': 1.514, 'importe': 74.43}]",61.51,12.92,74.43,EUR,Factura simplificada
T-6F219EF6F5BC,EMP003,Transporte_03 S.L.,EMP003-U21,2025-04-12,18:45:36,Tarjeta de empresa,"{'id': '5233', 'nombre': 'REPSOL', 'provincia': 'GRANADA', 'municipio': 'MONTEFRÍO', 'direccion': 'CARRETERA ALCALA KM. 1', 'lat': 37.326, 'lon': -4.005278, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasóleo Premium', 'litros': 38.9, 'precioUnitario': 1.538, 'importe': 59.83}]",49.45,10.38,59.83,EUR,Factura simplificada
T-E29A4DB0D95C,EMP003,Transporte_03 S.L.,EMP003-U21,2025-04-01,02:14:24,Tarjeta de empresa,"{'id': '11193', 'nombre': 'PLENERGY', 'provincia': 'VALENCIA / VALÈNCIA', 'municipio': 'SAN ANTONIO DE BENAGÉBER', 'direccion': 'CALLE PAPUT, 51', 'lat': 39.552556, 'lon': -0.487111, 'grupo': 'PLENERGY', 'nifEmpresa': 'C56083314'}","[{'producto': 'Gasóleo Premium', 'litros': 41.79, 'precioUnitario': 1.535, 'importe': 64.15}]",53.02,11.13,64.15,EUR,Factura simplificada
